"day","email_count","external_email_count","external_attach_count","attachment_count","external_size_sum","external_size_max","external_recipient_count","external_domain_count","external_bcc_count","offhours_external_count","file_count","device_count","logon_count","http_count","external_email_count_personal_z","external_attach_count_personal_z","attachment_count_personal_z","external_size_sum_personal_z","external_size_max_personal_z","external_recipient_count_personal_z","external_domain_count_personal_z","external_bcc_count_personal_z","offhours_external_count_personal_z","file_count_personal_z","device_count_personal_z","logon_count_personal_z","http_count_personal_z","anomaly_score","model_anomaly","rule_s3_candidate","rule_multisignal","evidence_strength","email_event_ids","email_pcs","file_event_ids","device_event_ids","logon_event_ids","http_event_ids","anon_user"
"2010-03-18","3.0","1.0","1.0","2.0","43723.0","43723.0","1.0","1.0","0.0","0.0","8.0","6.0","5","0.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","0.0","0.0","5.396","0.6745","6.0","-0.6745","91.75526635736178","True","True","True","MODEL+S3_RULE","{A4L5-Y0MQ16LP-1683TZNZ}","PC-1795","{X1H9-M1JN40VQ-0225ZNXF}","{U4P6-M3VI55ZK-6791IAVO}","{L4Z8-G7QB11TJ-3927FSYO}","","usr_b590383454d0"
"2010-03-14","5.0","2.0","2.0","10.0","95456.0","52018.0","2.0","2.0","0.0","2.0","5.0","2.0","3","4.0","2.698","6.0","6.0","5.506527432114604","3.0007390207397906","2.698","2.698","0.0","6.0","3.3725","1.349","0.0","-0.8993333333333332","91.24041007617082","True","True","True","MODEL+S3_RULE","{K2K6-U9YI51YJ-4664LGIR}|{L7P5-R9ZQ95SU-0115FQTY}","PC-0246","{P6E6-I6KV43KX-7247ZJJJ}","{E8W6-Q4RR54NP-0212PZJW}","{G9V5-M9BD50TS-3155BYOO}","{D5P1-J1IQ18RO-5327DIQM}","usr_045f922787fa"
"2011-03-15","4.0","2.0","2.0","2.0","66681.0","36477.0","3.0","3.0","0.0","2.0","9.0","2.0","4","6.0","2.698","6.0","6.0","3.0654013188161326","1.728124216404151","4.047","4.047","0.0","6.0","6.0705","1.349","0.6745","0.4496666666666666","91.2325099718278","True","True","True","MODEL+S3_RULE","{M1A2-N3SI14LV-0250MYMW}|{A5U4-G9TN97XL-7867LUVB}","PC-7445","{Z1G5-S7BP44TW-1208BUSW}","{J2M9-G4DZ70VO-6642GBFN}","{A8Z2-G4RP11PO-8962JCDM}","{N2O6-L8MA12ML-3015WUKL}","usr_766cfffe514c"
"2010-11-16","8.0","4.0","2.0","8.0","135744.0","48572.0","4.0","4.0","0.0","0.0","3.0","2.0","4","7.0","5.396","2.698","10.0","5.463293036577361","2.1270797448424745","5.396","5.396","0.0","0.0","4.047","1.349","1.349","-0.4496666666666666","90.9250318635272","True","True","True","MODEL+S3_RULE","{N2N1-G4WK95SZ-8382SKYU}|{F5W5-X3RV17MH-4684ZIDY}|{Q2X7-G8PH06YE-6298FGOX}|{K6A0-E8OV13EU-7356CZAZ}","PC-4905","{K5B6-Y5UY32MT-6873DMFQ}","{Z9M2-R2BH84HK-5019NNRC}","{J4B3-I7JH87WI-4731UDAI}","{F0E4-G4HU64ZS-9397PUHW}","usr_ac743ed266d7"
"2010-08-11","8.0","4.0","3.0","6.0","158018.0","45517.0","5.0","5.0","0.0","0.0","3.0","2.0","3","4.0","4.047","4.047","8.094","5.05852049416322","1.3548571755027423","5.396","5.396","0.0","0.0","4.047","1.349","0.0","-1.01175","90.86644251422494","True","True","True","MODEL+S3_RULE","{B3W6-G5UV78UX-3147MDJN}|{R9K4-N9BA77WE-1573LPXE}|{E0D3-W5ZR07MN-9172NQWI}|{W1Y1-X2FI92YA-3059XDAU}","PC-2731","{C4L3-L9KS07ZL-5804ZZFO}","{V2U3-Q4FU40TF-8446THYX}","{G9A5-K2QR45SF-7155VQFE}","{Z4S8-J0LA60LV-9003HWOD}","usr_a0ae3aaaf22b"
"2010-07-14","6.0","3.0","2.0","4.0","75346.0","30088.0","5.0","5.0","0.0","0.0","12.0","2.0","3","5.0","4.047","6.0","6.0","3.463741212152192","1.4254407276686158","6.745","6.745","0.0","0.0","8.094","1.349","0.0","0.0","90.6110687552125","True","True","True","MODEL+S3_RULE","{H3A5-D0XA40XX-2838WLYI}|{F9K7-N8SN67PT-7627UNLK}|{B9H0-L4YA56FJ-3330ILVD}","PC-7445","{C5C7-L4ND40ZD-0699PVDJ}","{U7H5-V6BX78RH-3512OSNA}","{W5B4-F6CN07ZN-8418NTBE}","{C5G0-D7WQ25GR-4925BLCO}","usr_766cfffe514c"
"2010-01-11","7.0","3.0","2.0","4.0","78166.0","33309.0","3.0","3.0","0.0","1.0","4.0","2.0","5","4.0","2.698","2.698","5.396","2.2390589436214205","0.8172301188299818","2.698","2.698","0.0","6.0","5.396","1.349","2.698","-1.01175","90.31936587571819","True","True","True","MODEL+S3_RULE","{S9T9-M7ZZ29WN-0034YEFN}|{J0F0-C7FY40BT-1591SDVE}|{T5D8-F4RM91TN-6526IDHG}","PC-2731","{W0U9-B6LS06LG-6260BBTX}","{G2U2-H8EH86XH-4651QQRI}","{H4H7-B0VU64LD-6227BZSW}","{W4J9-P2VE16IV-9431DKCP}","usr_a0ae3aaaf22b"
"2011-03-06","3.0","1.0","1.0","1.0","23381.0","23381.0","1.0","1.0","0.0","1.0","4.0","2.0","3","1.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","0.0","6.0","6.0","1.349","0.0","0.0","89.95055787374743","True","True","True","MODEL+S3_RULE","{J6T8-I4FV30WJ-7213KBYN}","PC-6204","{X6G4-D9YS35IC-1745GSXN}","{N6L1-C0QW86TR-7430GTOL}","{T1U9-G9OT96KY-9555PRAY}","{N3W2-E3SN37VP-0074BYGH}","usr_135df7f0eb54"
"2010-08-05","3.0","2.0","2.0","4.0","45445.0","26490.0","4.0","3.0","0.0","0.0","7.0","2.0","4","5.0","2.698","6.0","6.0","2.72340929788321","1.5874818418071566","5.396","4.047","0.0","0.0","9.443","1.349","6.0","0.0","89.42368402555131","True","True","True","MODEL+S3_RULE","{Z3P0-F1PR72LH-2269HTDK}|{O2E6-R2CS83QJ-7485QKHY}","PC-0435","{M7D0-D0HX28WD-8390ZVLD}","{W2K8-G7LF05BJ-2822FHQD}","{V9I4-I1FX03XF-2303GPZU}","{N9Q6-W8YK18PX-1718VEQG}","usr_4100af3d0319"
"2010-12-04","5.0","2.0","2.0","3.0","77663.0","57696.0","2.0","2.0","0.0","2.0","3.0","2.0","3","4.0","2.698","6.0","6.0","4.654156371471092","3.457582194975678","2.698","2.698","0.0","6.0","4.047","1.349","0.0","-0.6745","89.18649011219424","True","True","True","MODEL+S3_RULE","{G1O3-T7GV20DB-5004MSXP}|{C5I3-V3MY69QM-7749FLZU}","PC-0435","{I1Z0-T4PE11NP-6122LYQW}","{J0U2-Z9ZV42LO-0222IXGT}","{U0I4-U5HJ13IS-9187GSOP}","{G9M3-S4RA27ND-6376BQKO}","usr_4100af3d0319"
"2010-10-15","9.0","3.0","1.0","3.0","73104.0","34312.0","3.0","3.0","0.0","2.0","6.0","2.0","2","7.0","4.047","1.349","4.047","2.9422189868130557","1.5026015030271551","4.047","4.047","0.0","6.0","8.094","1.349","0.0","-0.4496666666666666","88.73285177278997","True","True","True","MODEL+S3_RULE","{M7W9-F3BE95CA-3401TDII}|{A0T8-E5SI22PZ-3482ZDRJ}|{G3E4-I4FI42AV-3154JVAJ}","PC-4905","{J5I1-J9BF01EN-1175CCND}","{A1G8-P0AR29NF-4116EGRV}","{Q8E5-G5YN28YM-8167BNPA}","{B0Q3-W7HB26DS-8549OHTP}","usr_ac743ed266d7"
"2011-02-17","6.0","2.0","2.0","5.0","51667.0","28682.0","2.0","2.0","0.0","1.0","5.0","2.0","5","7.0","1.349","2.698","6.745","1.3034166099565512","0.6134620658135284","1.349","1.349","0.0","6.0","6.745","1.349","2.698","0.0","88.63503370056344","True","True","True","MODEL+S3_RULE","{H6T3-N9BT18ZY-2210QFVX}|{Q9E8-F4WA89NI-7006CUDD}","PC-2731","{C1Y3-M1CA59UU-4255BVVM}","{R9W3-R3TM48LC-3325NLFS}","{L6I7-H5YI42DH-1922YKNL}","{N9U0-M5MM37IH-2054RBWO}","usr_a0ae3aaaf22b"
"2011-02-05","3.0","2.0","2.0","2.0","39206.0","20078.0","2.0","2.0","0.0","2.0","2.0","2.0","5","3.0","2.698","6.0","6.0","1.7984220208443136","0.9906358341334065","2.698","2.698","0.0","6.0","6.0","1.349","2.698","-0.8993333333333332","88.54073789630372","True","True","True","MODEL+S3_RULE","{E2C2-G4PW00BJ-5930EQSY}|{T7Q0-J7AZ12WI-8683IHCR}","PC-0926","{R6X1-D7EW73KF-0454WPEE}","{L7I4-A1BX44PG-6199BKYW}","{K0H6-E6LH12ZK-6113VLGS}","{L8X9-G6PP32UH-6638TYVX}","usr_db1b1bdcfe26"
"2011-02-05","5.0","2.0","2.0","4.0","42396.0","24423.0","2.0","2.0","0.0","2.0","5.0","2.0","3","3.0","2.698","6.0","6.0","2.540690077963617","1.4636115146265076","2.698","2.698","0.0","6.0","6.745","1.349","0.0","-1.349","88.45369592381343","True","True","True","MODEL+S3_RULE","{L9S9-I7GL89IG-1084YGCE}|{M3V0-Y7CV47EZ-9880WXDA}","PC-0435","{V5Z7-E2NW95QL-1661FYJD}","{I4C0-U1CP12DW-1836IKII}","{K9D7-J4IC20UJ-4538DAXJ}","{U5J1-E6GH18GU-9686GWXB}","usr_4100af3d0319"
"2010-10-07","1.0","1.0","1.0","2.0","30643.0","30643.0","1.0","1.0","0.0","0.0","5.0","4.0","5","0.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","0.0","0.0","3.3725","2.698","2.698","0.0","88.44469071316914","True","True","True","MODEL+S3_RULE","{E2M8-T9VA53SG-5155UAGF}","PC-5621","{D7N4-B4XV10CI-6237HKBU}","{N5Z4-J4SC74JB-4650HMNB}","{R7C7-K8CI42CX-2729HYGW}","","usr_2877002c555c"
"2010-02-18","3.0","2.0","1.0","2.0","69142.0","50365.0","2.0","2.0","0.0","0.0","3.0","2.0","3","0.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","0.0","0.0","6.0","1.349","0.0","-1.349","88.1493469216462","True","True","True","MODEL+S3_RULE","{L4V0-B8FJ14AX-3112MBXI}|{K6Q9-X3FG16GU-5021JFPB}","PC-6204","{O1Q9-V2PJ06CO-7399CLCC}","{H8T3-K2EF73KD-7554ZZJL}","{F7F8-C5SQ65FW-8485ALPA}","","usr_135df7f0eb54"
"2010-09-21","4.0","3.0","3.0","7.0","74521.0","29897.0","3.0","3.0","0.0","0.0","7.0","2.0","3","5.0","4.047","6.0","6.0","4.9261934140246","1.976334248052139","4.047","4.047","0.0","0.0","9.443","1.349","0.0","0.0","87.45032401531414","True","True","True","MODEL+S3_RULE","{Q7K1-R6LM44BQ-7512KMKO}|{B3F7-Z3AZ16OQ-2393KUBL}|{U6Z7-M8IY94FJ-1021LIUN}","PC-9547","{Q6W6-H6OS29AH-6332NUXH}","{R7Y7-B5IV34IM-7914ALTO}","{F3L2-E2LT98ZQ-4000SPRC}","{E9K2-T8MH22CT-4491GLPP}","usr_2a0422be68c6"
"2010-05-28","10.0","3.0","3.0","9.0","105779.0","44157.0","3.0","3.0","0.0","0.0","5.0","2.0","3","7.0","4.047","4.047","10.0","3.592815947830904","1.8464621751057795","4.047","4.047","0.0","0.0","6.745","1.349","0.0","-0.33725","87.04217798153894","True","True","True","MODEL+S3_RULE","{U6Y6-M2TQ35WM-3912JXCF}|{F2R5-G0LG14XZ-0845AESK}|{F8Y2-Q8DH49CE-7269OBEY}","PC-6713","{L3L4-H5LT71EX-1650QYIE}","{X3D2-A5OO75TU-4888TIXN}","{I2L9-B3YE37TW-5549ESTU}","{K8P0-U0JG29BJ-6072WZOT}","usr_f6c2c2115a84"
"2011-02-25","5.0","3.0","2.0","2.0","84336.0","30005.0","4.0","4.0","0.0","0.0","1.0","2.0","2","2.0","4.047","6.0","6.0","3.757923797255116","1.4463082763857251","5.396","5.396","0.0","0.0","6.0","1.349","0.0","-2.0235","86.93327966833438","True","True","True","MODEL+S3_RULE","{I0B4-R0CU82XX-9845NNMS}|{U1G9-V2UW78HZ-7472FUIV}|{B2X4-N8XR31MR-1151BWES}","PC-7558","{Q3E2-E4FM63AS-5406HEXV}","{Q8J0-J4YZ95HJ-3356JFIM}","{Z3B1-X8PE19KN-8278YLHG}","{G7Q0-P1FS96RE-3485RHTJ}","usr_168865f08a83"
"2010-07-14","4.0","3.0","2.0","4.0","87710.0","32535.0","4.0","4.0","0.0","0.0","3.0","4.0","3","8.0","4.047","6.0","6.0","3.757169757398704","1.467944813746394","5.396","5.396","0.0","0.0","6.0","2.698","0.0","0.8993333333333332","86.9041550163309","True","True","True","MODEL+S3_RULE","{J2C2-N5NR87BQ-9619MKXR}|{C2P8-T4LL36MW-2045XYNM}|{O9R3-V6LD45QH-8011ASVY}","PC-9408","{W0A5-E2ZC45UR-6120YQEQ}","{N5R1-P7RA95OA-7092LKNF}","{V9K4-B3IG75OB-4557ZOGD}","{P6J5-A8KI09BB-2197TGWA}","usr_f66943df912a"
