max_anomaly_score,anomalous_days,s3_rule_days,multisignal_days,first_day,last_day,priority_score,anon_user
78.43867015528824,2,4,13,2010-01-04,2011-05-16,110.43867015528824,usr_5d4917d567f0
92.3240742146551,12,3,29,2010-01-03,2011-05-16,132.3240742146551,usr_b882b191fe3f
91.75526635736178,18,3,36,2010-01-04,2011-05-16,131.7552663573618,usr_b590383454d0
89.08462554660399,13,3,19,2010-01-02,2011-05-16,129.084625546604,usr_4e53942f6a32
89.75184390287491,9,3,17,2010-01-04,2011-05-16,128.7518439028749,usr_ae80339f51cc
86.13327169259082,9,3,22,2010-01-02,2011-05-16,125.13327169259082,usr_a3f9dccacb20
83.85718719733265,9,3,5,2010-01-03,2010-05-06,122.85718719733265,usr_461c9aa1365a
88.44469071316914,3,3,10,2010-01-04,2011-05-16,121.44469071316914,usr_2877002c555c
81.1138024110221,7,3,17,2010-01-04,2011-05-16,118.1138024110221,usr_c3874b10091d
85.88470205306628,1,3,9,2010-01-04,2011-05-16,116.88470205306628,usr_d3e53a7e2646
82.11376989578066,4,3,5,2010-01-04,2011-05-16,116.11376989578066,usr_1c8ec6473270
92.37153838104437,2,2,11,2010-01-04,2010-12-13,119.37153838104437,usr_2dc0ee4c432f
86.61429805247833,3,2,13,2010-01-04,2011-05-16,114.61429805247833,usr_627177d9a560
85.57723322936792,4,2,9,2010-01-04,2011-05-16,114.57723322936792,usr_35c6fe899a9e
100.0,32,1,9,2010-01-04,2011-05-16,130.0,usr_755acdf12b5b
96.318691737521,19,1,6,2010-01-04,2010-09-10,126.318691737521,usr_cd92a150bfad
94.52597088063813,15,1,5,2010-01-04,2011-05-16,124.52597088063813,usr_bdf02c6c134d
96.23971143903881,8,1,6,2010-01-04,2011-05-16,124.23971143903881,usr_421fcf1f21f6
91.8214969963035,12,1,11,2010-01-04,2011-05-16,121.8214969963035,usr_4218c6789c9d
90.21945918461685,10,1,14,2010-01-04,2011-05-16,120.21945918461685,usr_dc86cee6a9fc
88.51938113397402,13,1,27,2010-01-04,2011-05-16,118.51938113397402,usr_de11ceee509d
85.14271577757559,10,1,5,2010-01-04,2011-05-16,115.14271577757559,usr_baf9873b36c1
84.44841564791963,11,1,10,2010-01-04,2011-05-16,114.44841564791963,usr_dfb7319cf308
82.51045985046527,9,1,1,2010-01-04,2011-05-16,111.51045985046527,usr_9aed74c0e58a
87.11250720564598,4,1,12,2010-01-03,2010-07-19,111.11250720564598,usr_1afdca7b5ae5
84.33479234287142,6,1,8,2010-01-04,2011-05-16,110.33479234287142,usr_09809d318e50
85.7496831287747,4,1,8,2010-01-04,2011-05-16,109.7496831287747,usr_f7b51db43960
84.96197312367286,1,1,9,2010-01-02,2011-05-16,105.96197312367286,usr_05245c82cd9a
78.99624332586072,6,1,0,2010-01-04,2011-05-16,104.99624332586072,usr_90441e52661a
66.55190744078578,0,1,1,2010-01-04,2010-02-05,86.55190744078578,usr_566225ffd3ae
98.37818592541825,15,0,32,2010-01-02,2011-05-16,108.37818592541825,usr_26db07c927d3
97.63196469765535,26,0,8,2010-01-04,2011-05-16,107.63196469765535,usr_d57700b396e1
97.33015938057058,19,0,7,2010-01-04,2010-11-05,107.33015938057058,usr_77632f959f9c
95.81443706917324,13,0,19,2010-01-04,2011-05-16,105.81443706917324,usr_953461c8a1ce
95.72460692954823,26,0,18,2010-01-04,2011-05-16,105.72460692954823,usr_cf757dc4e9e2
95.65433041724202,10,0,8,2010-01-04,2011-05-16,105.65433041724202,usr_8ae026b78240
95.38440369012496,14,0,8,2010-01-04,2011-05-16,105.38440369012496,usr_a71098e973b9
95.3132145954676,12,0,11,2010-01-04,2010-12-13,105.3132145954676,usr_a7757ec55716
95.24043294343824,17,0,35,2010-01-04,2011-05-16,105.24043294343824,usr_3c51dc4471ee
94.6182539529137,29,0,29,2010-01-02,2011-05-16,104.6182539529137,usr_1bdb1a7645ef
93.88481672130666,10,0,9,2010-01-04,2011-05-16,103.88481672130666,usr_6dd7556f6957
93.67248370162201,44,0,42,2010-01-02,2011-05-16,103.67248370162201,usr_9f8c59a1f848
93.4394391452763,12,0,20,2010-01-03,2011-05-16,103.4394391452763,usr_b288f100a0ca
93.43583889195338,22,0,5,2010-01-04,2011-05-16,103.43583889195338,usr_2e9842ceb16e
96.38186494439891,7,0,3,2010-01-04,2011-05-16,103.38186494439891,usr_3e00e5d7411c
93.34857555363193,49,0,20,2010-01-03,2011-05-16,103.34857555363193,usr_403bfc93a740
93.13543238911126,31,0,41,2010-01-02,2011-05-16,103.13543238911126,usr_4911ad0d7bde
92.9594304413023,10,0,3,2010-01-04,2011-05-16,102.9594304413023,usr_af0125b6cf0c
92.9295715136454,14,0,4,2010-01-04,2010-10-15,102.9295715136454,usr_367f42091abe
92.92560873237521,30,0,15,2010-01-04,2011-05-16,102.92560873237521,usr_27ed283e61fb
92.803790909029,11,0,8,2010-01-04,2011-05-16,102.803790909029,usr_0620b18a630e
92.7645228905832,68,0,17,2010-01-03,2011-05-16,102.7645228905832,usr_4235cb06f494
92.66350544518473,43,0,40,2010-01-04,2011-05-17,102.66350544518473,usr_ca69644040d5
92.50229089864396,10,0,21,2010-01-04,2011-03-10,102.50229089864396,usr_400b2042dce7
92.46559251500376,17,0,2,2010-01-04,2011-05-16,102.46559251500376,usr_bc17bc212b20
92.10342653858898,19,0,17,2010-01-04,2011-05-16,102.10342653858898,usr_3a673f32be3f
93.79433313992088,8,0,7,2010-01-04,2011-05-16,101.79433313992088,usr_d0ac12e13bb8
91.70021226167562,18,0,12,2010-01-04,2011-05-16,101.70021226167562,usr_52ef5f899392
92.41950939583948,9,0,39,2010-01-03,2011-05-16,101.41950939583948,usr_e11142ec54db
90.77593545568956,16,0,30,2010-01-02,2011-05-16,100.77593545568956,usr_a54119711a9c
90.74729974394218,16,0,7,2010-01-03,2010-10-04,100.74729974394218,usr_778f6adb9cef
95.72717130597148,5,0,4,2010-01-04,2011-05-16,100.72717130597148,usr_761f010dbad9
90.6749518365811,40,0,50,2010-01-04,2011-05-16,100.6749518365811,usr_2d9dd3a9d402
91.43179608386056,9,0,8,2010-01-04,2011-05-16,100.43179608386056,usr_5ae2dbe15e04
90.37645857529867,21,0,13,2010-01-03,2011-05-16,100.37645857529867,usr_ded3404df209
90.31187083241085,13,0,28,2010-01-03,2011-05-16,100.31187083241085,usr_2a7035376ec1
90.24655811906607,21,0,34,2010-01-04,2011-05-16,100.24655811906607,usr_819ec0069760
90.07516495983843,48,0,8,2010-01-02,2011-05-16,100.07516495983843,usr_dcf7bfb138a8
90.02460177552344,23,0,18,2010-01-04,2011-05-16,100.02460177552344,usr_a3fc5a440919
89.99882412616377,15,0,15,2010-01-04,2010-10-08,99.99882412616377,usr_aa877f896df1
89.98858299858163,12,0,9,2010-01-04,2011-05-16,99.98858299858163,usr_681b453dc644
89.7488166386144,10,0,3,2010-01-04,2011-05-16,99.7488166386144,usr_54d5316d0161
89.73250546928512,15,0,16,2010-01-04,2011-05-16,99.73250546928512,usr_5ddbbaa17eba
89.72320744470272,10,0,10,2010-01-04,2011-05-16,99.72320744470272,usr_345c6f373284
89.69145938275649,16,0,5,2010-01-04,2011-05-16,99.69145938275649,usr_b4b81134da3a
91.5360539821859,8,0,8,2010-01-04,2011-05-16,99.5360539821859,usr_0bbf2f367197
89.50869087083576,13,0,12,2010-01-04,2011-05-16,99.50869087083576,usr_135551862aed
89.43011500233159,10,0,7,2010-01-04,2011-05-16,99.43011500233159,usr_8c20e50daa6c
90.21353658682216,9,0,11,2010-01-04,2010-10-29,99.21353658682216,usr_8b8d2a592a98
89.18255721668568,22,0,29,2010-01-04,2011-05-16,99.18255721668568,usr_58888a469138
92.07106701123071,7,0,8,2010-01-04,2011-05-17,99.07106701123071,usr_0a79aedf4914
93.00247221453508,6,0,8,2010-01-04,2011-05-16,99.00247221453508,usr_94a0b2af37bd
88.86232552421173,23,0,27,2010-01-04,2011-05-16,98.86232552421173,usr_2b3fc440a33d
90.76062267388005,8,0,13,2010-01-04,2011-05-16,98.76062267388005,usr_038566cae5f2
89.64781433873546,9,0,13,2010-01-04,2011-05-16,98.64781433873546,usr_df443a52beb9
88.57597773599996,11,0,37,2010-01-02,2011-05-16,98.57597773599996,usr_930bae406a95
88.55881266752621,11,0,9,2010-01-04,2011-05-16,98.55881266752621,usr_d8643239bc07
90.49709443970092,8,0,21,2010-01-03,2011-05-16,98.49709443970092,usr_05180d55ecc9
88.43133471878848,26,0,8,2010-01-04,2011-05-16,98.43133471878848,usr_951532b653d8
88.42045775226269,26,0,35,2010-01-04,2011-05-16,98.42045775226269,usr_349cd59714f4
88.29431406036682,18,0,2,2010-01-04,2011-05-16,98.29431406036682,usr_df6a6d3552d6
87.64595616136174,12,0,12,2010-01-04,2011-05-16,97.64595616136174,usr_85cddf46ebc2
87.46293216020163,28,0,35,2010-01-04,2011-05-16,97.46293216020163,usr_5272eb39d041
88.40101017551582,9,0,8,2010-01-04,2010-12-29,97.40101017551582,usr_8bc12f6563a0
87.38132648390591,10,0,41,2010-01-02,2011-05-16,97.38132648390591,usr_2a4d82213ca1
87.30380934120316,28,0,16,2010-01-03,2011-05-16,97.30380934120316,usr_f840f2d1dffd
87.23260004698601,13,0,2,2010-01-04,2011-05-16,97.23260004698601,usr_91820c739a0e
87.10976877174727,15,0,15,2010-01-03,2011-05-17,97.10976877174727,usr_f36eae8e376e
90.0667182163707,7,0,11,2010-01-04,2011-05-16,97.0667182163707,usr_23b9b2b843ef
86.9521465285918,23,0,25,2010-01-04,2011-05-16,96.9521465285918,usr_c7fbeb0fcecb
86.90506144865654,30,0,35,2010-01-04,2011-05-16,96.90506144865654,usr_7212f64a2368
88.8817752256977,8,0,12,2010-01-03,2011-05-16,96.8817752256977,usr_9c8c1ed580bd
89.84267780307192,7,0,18,2010-01-04,2011-05-16,96.84267780307192,usr_3a1d01ced618
86.73305662667161,11,0,20,2010-01-02,2011-05-16,96.73305662667161,usr_6b2c3c4b5fe5
86.73179376870559,11,0,13,2010-01-02,2011-05-17,96.73179376870559,usr_82d9c90540d4
91.71037787461016,5,0,10,2010-01-02,2011-05-16,96.71037787461016,usr_def5826f6b80
89.45923713364262,7,0,12,2010-01-04,2011-05-16,96.45923713364262,usr_dd921d441f24
89.32250720231013,7,0,9,2010-01-04,2011-05-16,96.32250720231013,usr_8b35134c47a7
88.31105720700059,8,0,7,2010-01-04,2011-05-16,96.31105720700059,usr_b661aba41809
88.20821772590048,8,0,6,2010-01-04,2011-05-16,96.20821772590048,usr_4e8f15462730
86.07376502059806,13,0,14,2010-01-04,2011-05-16,96.07376502059806,usr_3a5508df5796
88.98345292514712,7,0,11,2010-01-02,2011-05-16,95.98345292514712,usr_d9fc9bf009fc
90.88661484449625,5,0,8,2010-01-04,2011-05-16,95.88661484449625,usr_30c21727cee6
87.81287405564719,8,0,7,2010-01-04,2011-05-16,95.81287405564719,usr_9cd562aacb4c
89.77515181775689,6,0,6,2010-01-04,2011-05-16,95.77515181775689,usr_c3f34cb61df2
86.75690252712782,9,0,11,2010-01-02,2011-05-16,95.75690252712782,usr_8868f736d7dc
88.72548838880915,7,0,16,2010-01-04,2010-08-24,95.72548838880915,usr_cd68f0f82702
92.44034032537616,3,0,18,2010-01-02,2011-05-16,95.44034032537616,usr_98a8c168e1f3
89.38908357893526,6,0,11,2010-01-04,2011-05-16,95.38908357893526,usr_7cd4ad8a844b
85.12183307705445,12,0,9,2010-01-02,2011-05-16,95.12183307705445,usr_f97920f7e6a7
85.07054062042272,25,0,53,2010-01-02,2011-05-16,95.07054062042272,usr_dfade992025a
88.06624201889665,7,0,11,2010-01-04,2011-01-06,95.06624201889665,usr_e82480b69722
84.72704673751839,10,0,17,2010-01-04,2011-05-16,94.72704673751839,usr_cfdf87058c13
84.58533051662349,24,0,28,2010-01-04,2011-05-16,94.58533051662349,usr_0c722d1ff7c0
87.53241421707209,7,0,17,2010-01-04,2011-05-16,94.53241421707209,usr_8d4048264df7
84.43484760293988,25,0,46,2010-01-04,2011-05-16,94.43484760293988,usr_18eb5ba65554
91.2048263033606,3,0,2,2010-01-04,2010-03-19,94.2048263033606,usr_5aba079edfc2
88.17522930955188,6,0,10,2010-01-04,2011-05-16,94.17522930955188,usr_da1169973225
87.12945570405086,7,0,12,2010-01-04,2011-05-16,94.12945570405086,usr_aa8b79de6e0e
89.09805563860685,5,0,17,2010-01-04,2011-05-16,94.09805563860685,usr_fe622b99b5c8
90.04540109550065,4,0,8,2010-01-04,2010-09-03,94.04540109550065,usr_70e2bed314d9
84.0433370176852,12,0,20,2010-01-04,2011-05-16,94.0433370176852,usr_0797078bc1f0
90.03474102549069,4,0,8,2010-01-04,2011-05-16,94.03474102549069,usr_4770d3289fb4
89.03253180943054,5,0,5,2010-01-04,2011-05-16,94.03253180943054,usr_dae5607deae8
92.01362622123757,2,0,2,2010-01-04,2011-05-16,94.01362622123757,usr_f2945c6979e5
86.94663042535366,7,0,4,2010-01-04,2011-05-16,93.94663042535366,usr_1dde4e09cd14
85.93341491034526,8,0,7,2010-01-04,2011-05-16,93.93341491034526,usr_5c14531db52b
89.9177503387545,4,0,8,2010-01-04,2011-05-16,93.9177503387545,usr_92e815194d76
90.69729786591444,3,0,3,2010-01-04,2011-05-16,93.69729786591444,usr_2dc8ad393a7a
85.53985702302263,8,0,13,2010-01-04,2011-05-16,93.53985702302263,usr_d7e43e112804
90.47300463813143,3,0,2,2010-01-02,2010-05-12,93.47300463813143,usr_2a4f03e48aee
83.33334068896272,15,0,9,2010-01-04,2011-05-16,93.33334068896272,usr_070854c74990
90.25985493021489,3,0,7,2010-01-04,2011-05-16,93.25985493021489,usr_48627acd3253
85.24775294676833,8,0,11,2010-01-02,2011-01-23,93.24775294676833,usr_f6aac39b17ab
83.19563859993846,12,0,38,2010-01-02,2011-05-16,93.19563859993846,usr_0c33e46bff00
86.14738969161453,7,0,12,2010-01-04,2011-01-07,93.14738969161453,usr_6780dff35e50
89.03829517373232,4,0,6,2010-01-04,2011-05-16,93.03829517373232,usr_fbfae0708249
82.82914620453742,18,0,12,2010-01-04,2011-05-16,92.82914620453742,usr_a02b54153571
87.8255512749532,5,0,9,2010-01-04,2011-05-16,92.8255512749532,usr_18766ccda568
86.77643614062022,6,0,17,2010-01-04,2011-05-16,92.77643614062022,usr_25c08348b4ac
84.76739679742089,8,0,16,2010-01-04,2011-05-16,92.76739679742089,usr_0775d5e3fd00
82.76668051516188,22,0,25,2010-01-04,2011-05-16,92.76668051516188,usr_2b4fa02bfc41
84.72253014325322,8,0,6,2010-01-04,2011-05-16,92.72253014325322,usr_fb36a97378ff
87.71226915211561,5,0,9,2010-01-04,2011-05-16,92.71226915211561,usr_7e5c29d88bd1
89.70370016451977,3,0,7,2010-01-04,2010-10-29,92.70370016451977,usr_40904bf3e3d3
87.6003333218573,5,0,8,2010-01-04,2011-05-16,92.6003333218573,usr_83f722a29a61
88.56976484504538,4,0,7,2010-01-04,2011-05-16,92.56976484504538,usr_56ee44cb691c
91.51620743705456,1,0,1,2010-01-04,2011-05-16,92.51620743705456,usr_e7549d31a85c
86.36179084982884,6,0,6,2010-01-04,2011-05-16,92.36179084982884,usr_637ca731c74f
85.04385430212355,7,0,11,2010-01-04,2011-05-16,92.04385430212355,usr_2b4d6117047c
86.98637419816927,5,0,9,2010-01-04,2010-12-15,91.98637419816927,usr_fc519c2c3603
89.92371877569448,2,0,4,2010-01-04,2010-07-23,91.92371877569448,usr_8123cb58ac48
87.89986962347645,4,0,4,2010-01-04,2011-02-21,91.89986962347645,usr_a48ad8be120f
87.7141466304199,4,0,5,2010-01-04,2011-05-16,91.7141466304199,usr_7c8632a4c6d2
86.69508657929663,5,0,17,2010-01-04,2011-05-16,91.69508657929663,usr_a448d9a236ea
83.65408123359444,8,0,10,2010-01-04,2010-09-10,91.65408123359444,usr_ace55a264937
85.59291378684617,6,0,7,2010-01-04,2011-05-16,91.59291378684617,usr_b59689109059
84.32935844242738,7,0,4,2010-01-04,2011-05-16,91.32935844242738,usr_5d81b8ca08bd
89.27577673641497,2,0,12,2010-01-04,2011-05-16,91.27577673641497,usr_a7d9f4fe85f9
88.27475998822578,3,0,8,2010-01-04,2011-02-14,91.27475998822578,usr_c029705e0ce2
87.13152299866056,4,0,14,2010-01-04,2011-05-16,91.13152299866056,usr_9199c3b7fb04
87.02035402332159,4,0,5,2010-01-04,2010-11-03,91.02035402332159,usr_a1145e96b378
83.85906721020501,7,0,37,2010-01-04,2011-05-16,90.85906721020501,usr_cc12293ceebe
84.71224151191952,6,0,9,2010-01-04,2011-05-16,90.71224151191952,usr_ab02174ddd47
86.6395933539202,4,0,9,2010-01-04,2011-05-16,90.6395933539202,usr_5135638a2a67
85.62251302011356,5,0,7,2010-01-04,2011-05-16,90.62251302011356,usr_7f7c15226613
88.54534039576357,2,0,19,2010-01-04,2011-05-16,90.54534039576357,usr_d29055ac3905
83.52339378723683,7,0,10,2010-01-04,2011-05-16,90.52339378723683,usr_842cd023376c
84.48816018594384,6,0,47,2010-01-04,2011-05-16,90.48816018594384,usr_50540ab99be7
82.47779815903735,8,0,26,2010-01-04,2011-05-16,90.47779815903735,usr_84e3a53848ff
87.42669579224632,3,0,14,2010-01-04,2011-05-16,90.42669579224632,usr_6068fc472083
87.41122964716915,3,0,13,2010-01-04,2011-01-06,90.41122964716915,usr_90843fed2717
83.2850906867717,7,0,10,2010-01-04,2011-05-16,90.2850906867717,usr_77648bfbf4cd
84.014667985746,6,0,6,2010-01-04,2011-05-16,90.014667985746,usr_41243824014f
82.93859358805548,7,0,14,2010-01-02,2010-12-24,89.93859358805548,usr_5cce0f3a8874
85.91711074245293,4,0,9,2010-01-04,2011-05-16,89.91711074245293,usr_d0b974eb86b3
84.90006128368341,5,0,16,2010-01-04,2011-05-16,89.90006128368341,usr_ec60d568f202
87.82686560246935,2,0,11,2010-01-04,2011-05-16,89.82686560246935,usr_6ba1b7410300
85.82551297094528,4,0,7,2010-01-04,2011-05-16,89.82551297094528,usr_29e33b3ac592
88.73500060547644,1,0,7,2010-01-04,2011-05-16,89.73500060547644,usr_4995fd76bbac
85.70797326575351,4,0,45,2010-01-04,2011-04-29,89.70797326575351,usr_9d8ea390d591
86.65808574379025,3,0,6,2010-01-02,2011-05-16,89.65808574379025,usr_cab4cfcd7d77
86.52212992094336,3,0,4,2010-01-04,2010-10-07,89.52212992094336,usr_4c0e1cb35dd8
87.44586105850269,2,0,8,2010-01-04,2011-05-16,89.44586105850269,usr_184c23d50703
84.37154072653456,5,0,10,2010-01-04,2011-05-16,89.37154072653456,usr_0dc4b08b385c
87.32064229697508,2,0,2,2010-01-04,2011-05-16,89.32064229697508,usr_818de4915bd3
86.27474555511722,3,0,10,2010-01-04,2011-05-16,89.27474555511722,usr_4bef954a9aa3
87.26242144210464,2,0,4,2010-01-04,2011-05-16,89.26242144210464,usr_ad61f40efa26
84.24942152794208,5,0,12,2010-01-04,2011-05-16,89.24942152794208,usr_f9fde4212aa4
81.13084052861642,8,0,10,2010-01-04,2011-05-16,89.13084052861642,usr_380b393c72c8
86.11017121828415,3,0,41,2010-01-04,2011-05-16,89.11017121828415,usr_4bb543594607
82.0661843700082,7,0,13,2010-01-04,2011-04-18,89.0661843700082,usr_bbad4ad85e4d
86.05311833710208,3,0,9,2010-01-04,2011-05-16,89.05311833710208,usr_e34f4bbafbba
86.03811399224432,3,0,12,2010-01-04,2011-05-16,89.03811399224432,usr_0d4a8df48981
85.0132935932404,4,0,9,2010-01-04,2011-05-16,89.0132935932404,usr_3c2015c88a74
82.79647102487107,6,0,17,2010-01-04,2011-05-16,88.79647102487107,usr_2eeddab5ba93
83.7872553485881,5,0,12,2010-01-04,2011-05-16,88.7872553485881,usr_420a32d9d247
85.77463145487084,3,0,9,2010-01-04,2011-05-16,88.77463145487084,usr_78f919c02b1f
85.65282143961109,3,0,4,2010-01-04,2011-05-16,88.65282143961109,usr_a26159024642
83.65105115759437,5,0,6,2010-01-04,2011-05-16,88.65105115759437,usr_4646147500f7
86.5464194563853,2,0,9,2010-01-04,2011-05-16,88.5464194563853,usr_ee9479cce9a9
84.54460233365347,4,0,7,2010-01-04,2011-05-16,88.54460233365347,usr_22ac704ee60e
85.52535278670511,3,0,5,2010-01-04,2011-05-16,88.52535278670511,usr_1b4ca9ad1ee4
82.38107777715706,6,0,12,2010-01-04,2011-05-16,88.38107777715706,usr_7f0b93d8288b
85.31752945922078,3,0,4,2010-01-04,2010-02-11,88.31752945922078,usr_6a74eb7229d5
84.30709304510434,4,0,27,2010-01-03,2011-05-16,88.30709304510434,usr_e38e9a4e82fa
85.19074602847539,3,0,6,2010-01-04,2011-05-16,88.19074602847539,usr_15949a849312
86.1334984123862,2,0,6,2010-01-04,2011-05-16,88.1334984123862,usr_0c9f274f7e90
87.10633680406502,1,0,18,2010-01-04,2011-05-16,88.10633680406502,usr_fc5f95c21103
84.0425087943173,4,0,6,2010-01-04,2010-12-14,88.0425087943173,usr_b856777f8096
86.01602219835452,2,0,19,2010-01-03,2011-05-16,88.01602219835452,usr_fefc26b71675
84.00247718843595,4,0,14,2010-01-04,2011-05-16,88.00247718843595,usr_3ce436b0de8d
83.95568821255188,4,0,5,2010-01-04,2010-09-02,87.95568821255188,usr_b7771426f168
83.8687162868509,4,0,15,2010-01-02,2011-05-16,87.8687162868509,usr_7a982ff0e746
84.80709654336879,3,0,10,2010-01-02,2011-05-16,87.80709654336879,usr_d2d669fc077e
83.8069907844147,4,0,13,2010-01-04,2011-05-16,87.8069907844147,usr_fd8627e94817
81.80517250144882,6,0,30,2010-01-04,2011-05-16,87.80517250144882,usr_ae9ca315662b
81.68731520616434,6,0,4,2010-01-04,2011-05-16,87.68731520616434,usr_d9e39b6863da
80.65765440353616,7,0,42,2010-01-02,2011-05-16,87.65765440353616,usr_45688b2c1b16
80.58097645679378,7,0,30,2010-01-04,2011-05-16,87.58097645679378,usr_4e6a08cc8025
84.50470858892541,3,0,2,2010-01-04,2011-05-16,87.50470858892541,usr_8164a73925b9
82.44838767550961,5,0,6,2010-01-04,2011-05-16,87.44838767550961,usr_5ebe5f59e436
82.22844223550769,5,0,21,2010-01-04,2011-05-16,87.22844223550769,usr_2de515a5ed89
84.02059841866209,3,0,3,2010-01-04,2011-05-16,87.02059841866209,usr_e6b84ef841c0
82.9950242842582,4,0,7,2010-01-04,2011-05-16,86.9950242842582,usr_fa6b76766a06
81.92143516395461,5,0,2,2010-01-04,2011-05-16,86.92143516395461,usr_0b39a95caf5c
82.91361840559982,4,0,43,2010-01-04,2011-05-16,86.91361840559982,usr_5e390f5880b8
79.84578854900352,7,0,34,2010-01-04,2011-05-16,86.84578854900352,usr_f71a513da37e
81.80331702983092,5,0,6,2010-01-04,2011-05-16,86.80331702983092,usr_f10f828cfcdd
85.79176378052505,1,0,1,2010-01-04,2010-06-18,86.79176378052505,usr_81eb4ed64296
83.78151705159853,3,0,10,2010-01-04,2011-05-16,86.78151705159853,usr_c80d14c0e0bc
81.77857525744628,5,0,6,2010-01-04,2011-05-16,86.77857525744628,usr_db969e7cfd1e
83.76889822818609,3,0,3,2010-01-02,2010-02-19,86.76889822818609,usr_09e37f8e50a2
81.74715276106355,5,0,21,2010-01-02,2011-05-16,86.74715276106355,usr_a605a0a90047
80.74184810508731,6,0,39,2010-01-04,2011-05-16,86.74184810508731,usr_5c1d86fe66ec
83.72620944264014,3,0,23,2010-01-04,2011-05-16,86.72620944264014,usr_e12f03f54966
81.71077702599942,5,0,9,2010-01-04,2011-05-16,86.71077702599942,usr_32c2e7f9debe
83.52953437188775,3,0,1,2010-01-04,2011-05-16,86.52953437188775,usr_d02445cffa71
84.5022593013697,2,0,7,2010-01-04,2011-05-16,86.5022593013697,usr_67e6fa744cb4
84.45648142181979,2,0,5,2010-01-04,2010-12-22,86.45648142181979,usr_b9d85f3dd4ea
83.41610279223377,3,0,13,2010-01-04,2011-05-16,86.41610279223377,usr_05f4e527a534
81.29917386670802,5,0,27,2010-01-04,2010-11-17,86.29917386670802,usr_359c4b6d3eb9
82.25280756454559,4,0,9,2010-01-04,2011-05-16,86.25280756454559,usr_3ab5b0a15666
84.25007745307126,2,0,7,2010-01-04,2011-05-16,86.25007745307126,usr_a07195d623d6
84.20640840068353,2,0,6,2010-01-04,2011-04-06,86.20640840068353,usr_39276c8957c8
